title,status,priority,description,due_date,estimated_duration,asset_id,total_cost,created_at,updated_at,requires_signature,category,location_name,team_name,primary_user,assigned_to,asset_name,completed_by,completed_on,archived,feedback,contractors,date_created
Review VMS storage health and recording retention - Security-VMS-Server-HCM-03,IN_PROGRESS,MEDIUM,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - HCM-03. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-02,8.0,53,1000.0,2026-01-27 14:31:00,2026-01-29 20:31:00,false,Security Maintenance,Security Operations Center (SOC) - HCM-03,Security Operations,Security Officer,,Security-VMS-Server-HCM-03,,,false,,,2026-01-27 14:31:00
Patch hypervisor host and validate cluster health - Virtualization-Host-HCM-03,OPEN,LOW,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - HCM-03. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-12,2.0,54,275.0,2025-07-22 14:19:00,2025-07-24 21:19:00,false,Server Maintenance,Server Room A - HCM-03,Server Operations,System Administrator,,Virtualization-Host-HCM-03,,,false,,,2025-07-22 14:19:00
Inspect storage array alerts and firmware status - Storage-Array-HCM-03,ON_HOLD,MEDIUM,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - HCM-03. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-06,2.0,55,300.0,2025-07-25 04:48:00,2025-07-27 12:48:00,false,Server Maintenance,Server Room B - HCM-03,Server Operations,Storage Administrator,,Storage-Array-HCM-03,,,false,,,2025-07-25 04:48:00
Validate switch port configuration and error counters - Access-Switch-HCM-03,OPEN,LOW,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - HCM-03. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-19,3.0,56,487.5,2025-12-09 02:00:00,2025-12-11 11:00:00,false,Network Maintenance,Network Closet - HCM-03,Network Operations,Network Engineer,,Access-Switch-HCM-03,,,false,,,2025-12-09 02:00:00
Update access control firmware and credential sync - Access-Control-Panel-HCM-03,DONE,URGENT,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - HCM-03. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-17,1.0,57,75.0,2025-04-01 10:50:00,2025-04-17 10:50:00,true,Security Maintenance,Access Control Room - HCM-03,Security Operations,Security Officer,,Access-Control-Panel-HCM-03,An Nguyen,2025-04-17 10:50:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-04-01 10:50:00
Inspect NVR recording capacity and camera retention - NVR-HCM-03,OPEN,HIGH,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - HCM-03. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-20,1.0,58,87.5,2025-08-10 00:18:00,2025-08-12 11:18:00,false,Security Maintenance,Video Surveillance Room - HCM-03,Security Operations,Security Officer,,NVR-HCM-03,,,false,,,2025-08-10 00:18:00
Perform UPS battery health check and load test - UPS-HCM-03,OPEN,HIGH,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - HCM-03. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-11,2.0,59,200.0,2025-03-15 13:58:00,2025-03-18 01:58:00,true,Power Maintenance,UPS Room - HCM-03,Facilities,Electrician,,UPS-HCM-03,,,false,,,2025-03-15 13:58:00
Test ATS failover sequence - ATS-Panel-HCM-03,DONE,MEDIUM,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - HCM-03. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-21,1.0,60,112.5,2026-01-09 01:08:00,2026-01-21 01:08:00,false,Power Maintenance,Electrical Room - HCM-03,Facilities,Electrician,,ATS-Panel-HCM-03,Dat Le,2026-01-21 01:08:00,false,Maintenance completed successfully. Performance is stable after service.,,2026-01-09 01:08:00
Replace filters and inspect cooling performance - CRAC-Unit-HCM-03,ON_HOLD,URGENT,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - HCM-03. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-03,2.0,61,250.0,2025-08-09 02:38:00,2025-08-11 16:38:00,true,Preventive Maintenance,HVAC Plant - HCM-03,Facilities,HVAC Technician,,CRAC-Unit-HCM-03,,,false,,Mekong Telecom Services,2025-08-09 02:38:00
Monthly backup generator test run - Generator-HCM-03,DONE,HIGH,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - HCM-03. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-15,2.0,62,275.0,2025-08-10 15:35:00,2025-08-15 15:35:00,true,Power Maintenance,Generator Yard - HCM-03,Facilities,Electrician,,Generator-HCM-03,Khanh Truong,2025-08-15 15:35:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-08-10 15:35:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-HCM-03,DONE,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - HCM-03. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-02,6.0,63,900.0,2025-10-29 18:30:00,2025-11-02 18:30:00,false,Preventive Maintenance,Reception - HCM-03,Security Operations,Security Officer,,Visitor-Kiosk-HCM-03,Vy Do,2025-11-02 18:30:00,false,Corrective action implemented and follow-up checks were satisfactory.,,2025-10-29 18:30:00
Clean camera lens and verify image quality - Loading-Bay-Camera-HCM-03,ON_HOLD,MEDIUM,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - HCM-03. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-26,3.0,64,487.5,2026-02-04 01:22:00,2026-02-06 18:22:00,false,Security Maintenance,Loading Bay - HCM-03,Security Operations,Security Officer,,Loading-Bay-Camera-HCM-03,,,false,,,2026-02-04 01:22:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-HCM-03,ON_HOLD,LOW,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - HCM-03. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-11,2.0,65,150.0,2026-02-12 20:42:00,2026-02-15 14:42:00,false,Network Maintenance,Roof - HCM-03,Cellular Maintenance,Field Technician,,Microwave-Radio-HCM-03,,,false,,,2026-02-12 20:42:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-HCM-03,IN_PROGRESS,HIGH,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - HCM-03. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-02,1.0,66,87.5,2025-08-22 16:01:00,2025-08-25 11:01:00,true,Preventive Maintenance,IDF Room 1 - HCM-03,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-HCM-03,,,false,,,2025-08-22 16:01:00
Verify edge switch firmware and uplink stability - Edge-Switch-HCM-03,DONE,MEDIUM,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - HCM-03. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-22,1.0,67,100.0,2025-07-17 03:21:00,2025-07-22 03:21:00,false,Network Maintenance,IDF Room 2 - HCM-03,Network Operations,Network Engineer,,Edge-Switch-HCM-03,Quoc Pham,2025-07-22 03:21:00,false,Work order closed after verification by the site operations team.,,2025-07-17 03:21:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-HCM-03,ON_HOLD,MEDIUM,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - HCM-03. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-06,4.0,68,450.0,2025-09-02 04:23:00,2025-09-05 01:23:00,false,Cellular Maintenance,Telecom Mast - HCM-03,Cellular Maintenance,Field Technician,,5G-Antenna-HCM-03,,,false,,,2025-09-02 04:23:00
Review baseband alarms and software health - Baseband-Unit-HCM-03,OPEN,HIGH,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - HCM-03. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-23,1.0,69,125.0,2025-07-21 18:01:00,2025-07-24 16:01:00,true,Cellular Maintenance,Base Station - HCM-03,Cellular Maintenance,Field Technician,,Baseband-Unit-HCM-03,,,false,,,2025-07-21 18:01:00
Inspect RRU connectors and weather sealing - Radio-Unit-HCM-03,DONE,MEDIUM,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - HCM-03. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-07,4.0,70,550.0,2026-01-14 09:09:00,2026-01-27 14:09:00,false,Cellular Maintenance,Antenna Array - HCM-03,Cellular Maintenance,Field Technician,,Radio-Unit-HCM-03,Khoa Le,2026-01-27 14:09:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2026-01-14 09:09:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-HCM-03,IN_PROGRESS,HIGH,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - HCM-03. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-10,1.0,71,150.0,2025-01-13 16:07:00,2025-01-16 16:07:00,true,Preventive Maintenance,Storage Room - HCM-03,Facilities,Facilities Supervisor,,Sensor-Gateway-HCM-03,,,false,,,2025-01-13 16:07:00
Tune wireless controller profiles and client balancing - WiFi-Controller-HCM-03,IN_PROGRESS,LOW,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - HCM-03. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-01,8.0,72,1300.0,2026-02-23 15:54:00,2026-02-26 16:54:00,false,Network Maintenance,Office Floor 1 - HCM-03,Network Operations,Network Engineer,,WiFi-Controller-HCM-03,,,false,,,2026-02-23 15:54:00
Validate AP channel plan and client coverage - Access-Point-HCM-03,ON_HOLD,URGENT,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - HCM-03. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-02,8.0,73,600.0,2025-12-13 04:21:00,2025-12-13 06:21:00,true,Network Maintenance,Office Floor 2 - HCM-03,Network Operations,Network Engineer,,Access-Point-HCM-03,,,false,,,2025-12-13 04:21:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-HCM-03,DONE,LOW,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - HCM-03. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-04,6.0,74,525.0,2025-09-17 15:24:00,2025-10-04 15:24:00,false,Server Maintenance,Lab A - HCM-03,AI Operations,AI Specialist,,AI-Analytics-Server-HCM-03,Nhi Tran,2025-10-04 15:24:00,false,GPU temperatures normalized after maintenance and all accelerators passed diagnostics.,,2025-09-17 15:24:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-HCM-03,DONE,MEDIUM,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - HCM-03. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-16,8.0,75,800.0,2025-11-07 18:34:00,2025-11-10 03:34:00,false,Calibration,Workshop - HCM-03,Network Operations,Network Engineer,,Monitoring-Appliance-HCM-03,Anh Hoang,2025-11-10 03:34:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2025-11-07 18:34:00
Calibrate monitoring thresholds - Monitoring-System-HCM-04,OPEN,HIGH,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HCM-04. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-08,4.0,76,450.0,2025-11-21 08:00:00,2025-11-21 13:00:00,false,Calibration,Infrastructure Site - HCM-04,Network Operations,Network Engineer,,Monitoring-System-HCM-04,,,false,,,2025-11-21 08:00:00
Quarterly preventive maintenance on core router - Core-Router-HCM-04,IN_PROGRESS,MEDIUM,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - HCM-04. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-21,4.0,77,500.0,2025-12-07 14:58:00,2025-12-07 20:58:00,false,Network Maintenance,Network Operations Center (NOC) - HCM-04,Network Operations,Network Engineer,,Core-Router-HCM-04,,,false,,,2025-12-07 14:58:00
Review VMS storage health and recording retention - Security-VMS-Server-HCM-04,DONE,URGENT,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - HCM-04. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-27,4.0,78,550.0,2025-10-31 13:02:00,2025-11-06 23:02:00,true,Security Maintenance,Security Operations Center (SOC) - HCM-04,Security Operations,Security Officer,,Security-VMS-Server-HCM-04,An Nguyen,2025-11-06 23:02:00,false,Inspection completed and no critical issues were found.,,2025-10-31 13:02:00
