ID,name,cost,category,is_consumable,part_number,description,last_price,asset_name,location_name,quantity,assigned_to,barcode,vendor
555,NVMe SSD,1212.4,Server,false,SSD-AFF-CT23,Enterprise NVMe SSD for storage array,1188.44,Storage-Array-CT-23,Server Room B - CT-23,3,Storage Administrator,PRT-CT23-0555,NetApp
556,Juniper Transceiver,227.42,Network,false,SFP-EX-CT23,10G SFP+ transceiver,237.63,Access-Switch-CT-23,Network Closet - CT-23,13,Network Engineer,PRT-CT23-0556,Juniper
557,Access Card,12.23,Security,true,CARD-N2-CT23,Proximity access card,11.89,Access-Control-Panel-CT-23,Access Control Room - CT-23,23,Security Officer,PRT-CT23-0557,Paxton
558,Surveillance HDD,284.29,Security,false,HDD-NVR-CT23,8TB surveillance hard drive,289.38,NVR-CT-23,Video Surveillance Room - CT-23,17,Security Officer,PRT-CT23-0558,Hikvision
559,UPS Battery Module,393.95,Power,false,BATT-SRT-CT23,Replacement battery cartridge,397.13,UPS-CT-23,UPS Room - CT-23,14,Electrician,PRT-CT23-0559,APC
560,Contactor Kit,611.33,Power,false,CTK-ATS-CT23,Replacement contactor set for ATS panel,625.09,ATS-Panel-CT-23,Electrical Room - CT-23,12,Electrician,PRT-CT23-0560,Schneider Electric
561,Air Filter Kit,91.69,Cooling,true,FLT-PDX-CT23,Precision cooling filter pack,93.45,CRAC-Unit-CT-23,HVAC Plant - CT-23,137,HVAC Technician,PRT-CT23-0561,Vertiv
562,Generator Service Kit,182.29,Power,true,SVK-GEN-CT23,"Oil, air and fuel filter service kit",190.45,Generator-CT-23,Generator Yard - CT-23,27,Electrician,PRT-CT23-0562,Cummins
563,Camera Module,137.69,Security,false,CAM-KSK-CT23,Replacement facial recognition camera,133.69,Visitor-Kiosk-CT-23,Reception - CT-23,16,Security Officer,PRT-CT23-0563,ZKTeco
564,Mounting Bracket,56.07,Security,false,MBR-CAM-CT23,Outdoor mounting bracket,56.83,Loading-Bay-Camera-CT-23,Loading Bay - CT-23,4,Security Officer,PRT-CT23-0564,Hikvision
565,Radio Mount Kit,114.63,Network,false,MKT-IP20-CT23,Microwave radio mounting kit,113.61,Microwave-Radio-CT-23,Roof - CT-23,26,Field Technician,PRT-CT23-0565,Ceragon
566,LC Connector Pack,18.95,Cabling,true,LC-CONN-CT23,Single-mode LC connector pack,18.56,Fiber-Patch-Panel-CT-23,IDF Room 1 - CT-23,374,Cabling Technician,PRT-CT23-0566,Corning
567,Power Supply Module,386.86,Network,false,PSU-C93-CT23,Replacement switch power supply,405.32,Edge-Switch-CT-23,IDF Room 2 - CT-23,15,Network Engineer,PRT-CT23-0567,Cisco
568,RF Jumper Cable,86.37,Cellular,true,RFC-AIR-CT23,Low-loss RF jumper cable,84.83,5G-Antenna-CT-23,Telecom Mast - CT-23,281,Field Technician,PRT-CT23-0568,Ericsson
569,Timing Module,737.41,Cellular,false,TIM-BBU-CT23,Synchronization module for BBU,755.43,Baseband-Unit-CT-23,Base Station - CT-23,21,Field Technician,PRT-CT23-0569,Nokia
570,Surge Protector,63.85,Cellular,true,SPD-RRU-CT23,Outdoor RF surge protector,64.6,Radio-Unit-CT-23,Antenna Array - CT-23,225,Field Technician,PRT-CT23-0570,Ericsson
571,Antenna Kit,49.6,Facilities,false,ANT-IOT-CT23,LTE antenna kit for gateway,50.76,Sensor-Gateway-CT-23,Storage Room - CT-23,7,Facilities Supervisor,PRT-CT23-0571,Advantech
572,Controller SSD,275.13,Network,false,SSD-WLC-CT23,SSD for wireless controller,270.38,WiFi-Controller-CT-23,Office Floor 1 - CT-23,14,Network Engineer,PRT-CT23-0572,Cisco
573,PoE Injector,65.97,Network,false,POE-AP-CT23,802.3at PoE injector,66.11,Access-Point-CT-23,Office Floor 2 - CT-23,50,Network Engineer,PRT-CT23-0573,Aruba
574,GPU Accelerator,12773.51,Server,false,GPU-A100-CT23,NVIDIA A100 Tensor Core GPU,12922.32,AI-Analytics-Server-CT-23,Lab A - CT-23,9,AI Specialist,PRT-CT23-0574,NVIDIA
575,Capture SSD,481.74,Network,false,SSD-NMA-CT23,High-write SSD for packet capture,501.21,Monitoring-Appliance-CT-23,Workshop - CT-23,25,Network Engineer,PRT-CT23-0575,Fluke
576,SSD Module,456.12,Network,false,SSD-OBS-BD24,Enterprise SSD for monitoring appliance,474.41,Monitoring-System-BD-24,Infrastructure Site - BD-24,23,Network Engineer,PRT-BD24-0576,SolarWinds
577,Cisco Line Card,9125.24,Network,false,LC-ASR-BD24,100G line card for ASR series router,9483.01,Core-Router-BD-24,Network Operations Center (NOC) - BD-24,19,Network Engineer,PRT-BD24-0577,Cisco
578,RAID Drive,388.53,Security,false,DRV-VMS-BD24,12TB surveillance-rated HDD,387.09,Security-VMS-Server-BD-24,Security Operations Center (SOC) - BD-24,22,Security Officer,PRT-BD24-0578,Milestone
579,Server Memory Kit,619.5,Server,false,RAM-R750-BD24,64GB DDR4 RDIMM memory kit,630.21,Virtualization-Host-BD-24,Server Room A - BD-24,22,System Administrator,PRT-BD24-0579,Dell
580,NVMe SSD,1112.08,Server,false,SSD-AFF-BD24,Enterprise NVMe SSD for storage array,1088.31,Storage-Array-BD-24,Server Room B - BD-24,11,Storage Administrator,PRT-BD24-0580,NetApp
581,Juniper Transceiver,248.04,Network,false,SFP-EX-BD24,10G SFP+ transceiver,252.58,Access-Switch-BD-24,Network Closet - BD-24,56,Network Engineer,PRT-BD24-0581,Juniper
582,Access Card,12.85,Security,true,CARD-N2-BD24,Proximity access card,13.3,Access-Control-Panel-BD-24,Access Control Room - BD-24,331,Security Officer,PRT-BD24-0582,Paxton
583,Surveillance HDD,280.36,Security,false,HDD-NVR-BD24,8TB surveillance hard drive,281.19,NVR-BD-24,Video Surveillance Room - BD-24,1,Security Officer,PRT-BD24-0583,Hikvision
584,UPS Battery Module,404.99,Power,false,BATT-SRT-BD24,Replacement battery cartridge,418.23,UPS-BD-24,UPS Room - BD-24,11,Electrician,PRT-BD24-0584,APC
585,Contactor Kit,676.35,Power,false,CTK-ATS-BD24,Replacement contactor set for ATS panel,698.31,ATS-Panel-BD-24,Electrical Room - BD-24,6,Electrician,PRT-BD24-0585,Schneider Electric
586,Air Filter Kit,97.12,Cooling,true,FLT-PDX-BD24,Precision cooling filter pack,96.64,CRAC-Unit-BD-24,HVAC Plant - BD-24,264,HVAC Technician,PRT-BD24-0586,Vertiv
587,Generator Service Kit,193.23,Power,true,SVK-GEN-BD24,"Oil, air and fuel filter service kit",192.42,Generator-BD-24,Generator Yard - BD-24,67,Electrician,PRT-BD24-0587,Cummins
588,Camera Module,130.89,Security,false,CAM-KSK-BD24,Replacement facial recognition camera,134.42,Visitor-Kiosk-BD-24,Reception - BD-24,30,Security Officer,PRT-BD24-0588,ZKTeco
589,Mounting Bracket,51.51,Security,false,MBR-CAM-BD24,Outdoor mounting bracket,53.91,Loading-Bay-Camera-BD-24,Loading Bay - BD-24,27,Security Officer,PRT-BD24-0589,Hikvision
590,Radio Mount Kit,109.9,Network,false,MKT-IP20-BD24,Microwave radio mounting kit,113.93,Microwave-Radio-BD-24,Roof - BD-24,8,Field Technician,PRT-BD24-0590,Ceragon
591,LC Connector Pack,19.03,Cabling,true,LC-CONN-BD24,Single-mode LC connector pack,19.19,Fiber-Patch-Panel-BD-24,IDF Room 1 - BD-24,234,Cabling Technician,PRT-BD24-0591,Corning
592,Power Supply Module,367.33,Network,false,PSU-C93-BD24,Replacement switch power supply,382.42,Edge-Switch-BD-24,IDF Room 2 - BD-24,28,Network Engineer,PRT-BD24-0592,Cisco
593,RF Jumper Cable,82.57,Cellular,true,RFC-AIR-BD24,Low-loss RF jumper cable,85.56,5G-Antenna-BD-24,Telecom Mast - BD-24,369,Field Technician,PRT-BD24-0593,Ericsson
594,Timing Module,807.47,Cellular,false,TIM-BBU-BD24,Synchronization module for BBU,829.6,Baseband-Unit-BD-24,Base Station - BD-24,21,Field Technician,PRT-BD24-0594,Nokia
595,Surge Protector,66.24,Cellular,true,SPD-RRU-BD24,Outdoor RF surge protector,66.88,Radio-Unit-BD-24,Antenna Array - BD-24,233,Field Technician,PRT-BD24-0595,Ericsson
596,Antenna Kit,50.82,Facilities,false,ANT-IOT-BD24,LTE antenna kit for gateway,49.9,Sensor-Gateway-BD-24,Storage Room - BD-24,22,Facilities Supervisor,PRT-BD24-0596,Advantech
597,Controller SSD,289.15,Network,false,SSD-WLC-BD24,SSD for wireless controller,302.28,WiFi-Controller-BD-24,Office Floor 1 - BD-24,13,Network Engineer,PRT-BD24-0597,Cisco
598,PoE Injector,66.02,Network,false,POE-AP-BD24,802.3at PoE injector,66.88,Access-Point-BD-24,Office Floor 2 - BD-24,47,Network Engineer,PRT-BD24-0598,Aruba
599,GPU Accelerator,12559.54,Server,false,GPU-A100-BD24,NVIDIA A100 Tensor Core GPU,12916.62,AI-Analytics-Server-BD-24,Lab A - BD-24,12,AI Specialist,PRT-BD24-0599,NVIDIA
600,Capture SSD,528.66,Network,false,SSD-NMA-BD24,High-write SSD for packet capture,526.83,Monitoring-Appliance-BD-24,Workshop - BD-24,4,Network Engineer,PRT-BD24-0600,Fluke
601,SSD Module,436.41,Network,false,SSD-OBS-HN25,Enterprise SSD for monitoring appliance,429.51,Monitoring-System-HN-25,Infrastructure Site - HN-25,14,Network Engineer,PRT-HN25-0601,SolarWinds
602,Cisco Line Card,9160.46,Network,false,LC-ASR-HN25,100G line card for ASR series router,9349.54,Core-Router-HN-25,Network Operations Center (NOC) - HN-25,25,Network Engineer,PRT-HN25-0602,Cisco
603,RAID Drive,355.41,Security,false,DRV-VMS-HN25,12TB surveillance-rated HDD,344.79,Security-VMS-Server-HN-25,Security Operations Center (SOC) - HN-25,17,Security Officer,PRT-HN25-0603,Milestone
604,Server Memory Kit,588.43,Server,false,RAM-R750-HN25,64GB DDR4 RDIMM memory kit,581.06,Virtualization-Host-HN-25,Server Room A - HN-25,12,System Administrator,PRT-HN25-0604,Dell
605,NVMe SSD,1223.44,Server,false,SSD-AFF-HN25,Enterprise NVMe SSD for storage array,1278.28,Storage-Array-HN-25,Server Room B - HN-25,2,Storage Administrator,PRT-HN25-0605,NetApp
606,Juniper Transceiver,259.1,Network,false,SFP-EX-HN25,10G SFP+ transceiver,270.39,Access-Switch-HN-25,Network Closet - HN-25,33,Network Engineer,PRT-HN25-0606,Juniper
607,Access Card,11.5,Security,true,CARD-N2-HN25,Proximity access card,11.91,Access-Control-Panel-HN-25,Access Control Room - HN-25,106,Security Officer,PRT-HN25-0607,Paxton
608,Surveillance HDD,271.38,Security,false,HDD-NVR-HN25,8TB surveillance hard drive,274.53,NVR-HN-25,Video Surveillance Room - HN-25,22,Security Officer,PRT-HN25-0608,Hikvision
609,UPS Battery Module,406.09,Power,false,BATT-SRT-HN25,Replacement battery cartridge,414.25,UPS-HN-25,UPS Room - HN-25,13,Electrician,PRT-HN25-0609,APC
610,Contactor Kit,661.4,Power,false,CTK-ATS-HN25,Replacement contactor set for ATS panel,657.75,ATS-Panel-HN-25,Electrical Room - HN-25,26,Electrician,PRT-HN25-0610,Schneider Electric
611,Air Filter Kit,97.14,Cooling,true,FLT-PDX-HN25,Precision cooling filter pack,99.97,CRAC-Unit-HN-25,HVAC Plant - HN-25,283,HVAC Technician,PRT-HN25-0611,Vertiv
612,Generator Service Kit,186.87,Power,true,SVK-GEN-HN25,"Oil, air and fuel filter service kit",189.1,Generator-HN-25,Generator Yard - HN-25,101,Electrician,PRT-HN25-0612,Cummins
613,Camera Module,144.79,Security,false,CAM-KSK-HN25,Replacement facial recognition camera,146.19,Visitor-Kiosk-HN-25,Reception - HN-25,19,Security Officer,PRT-HN25-0613,ZKTeco
614,Mounting Bracket,56.4,Security,false,MBR-CAM-HN25,Outdoor mounting bracket,58.84,Loading-Bay-Camera-HN-25,Loading Bay - HN-25,11,Security Officer,PRT-HN25-0614,Hikvision
615,Radio Mount Kit,113.7,Network,false,MKT-IP20-HN25,Microwave radio mounting kit,118.49,Microwave-Radio-HN-25,Roof - HN-25,10,Field Technician,PRT-HN25-0615,Ceragon
616,LC Connector Pack,17.29,Cabling,true,LC-CONN-HN25,Single-mode LC connector pack,16.79,Fiber-Patch-Panel-HN-25,IDF Room 1 - HN-25,364,Cabling Technician,PRT-HN25-0616,Corning
617,Power Supply Module,340.35,Network,false,PSU-C93-HN25,Replacement switch power supply,351.69,Edge-Switch-HN-25,IDF Room 2 - HN-25,8,Network Engineer,PRT-HN25-0617,Cisco
618,RF Jumper Cable,82.07,Cellular,true,RFC-AIR-HN25,Low-loss RF jumper cable,83.35,5G-Antenna-HN-25,Telecom Mast - HN-25,65,Field Technician,PRT-HN25-0618,Ericsson
619,Timing Module,841.85,Cellular,false,TIM-BBU-HN25,Synchronization module for BBU,848.17,Baseband-Unit-HN-25,Base Station - HN-25,4,Field Technician,PRT-HN25-0619,Nokia
620,Surge Protector,67.48,Cellular,true,SPD-RRU-HN25,Outdoor RF surge protector,67.84,Radio-Unit-HN-25,Antenna Array - HN-25,31,Field Technician,PRT-HN25-0620,Ericsson
621,Antenna Kit,44.27,Facilities,false,ANT-IOT-HN25,LTE antenna kit for gateway,43.48,Sensor-Gateway-HN-25,Storage Room - HN-25,28,Facilities Supervisor,PRT-HN25-0621,Advantech
622,Controller SSD,300.02,Network,false,SSD-WLC-HN25,SSD for wireless controller,303.15,WiFi-Controller-HN-25,Office Floor 1 - HN-25,8,Network Engineer,PRT-HN25-0622,Cisco
623,PoE Injector,73.85,Network,false,POE-AP-HN25,802.3at PoE injector,75.19,Access-Point-HN-25,Office Floor 2 - HN-25,22,Network Engineer,PRT-HN25-0623,Aruba
624,GPU Accelerator,12737.17,Server,false,GPU-A100-HN25,NVIDIA A100 Tensor Core GPU,12528.2,AI-Analytics-Server-HN-25,Lab A - HN-25,6,AI Specialist,PRT-HN25-0624,NVIDIA
625,Capture SSD,473.97,Network,false,SSD-NMA-HN25,High-write SSD for packet capture,474.44,Monitoring-Appliance-HN-25,Workshop - HN-25,19,Network Engineer,PRT-HN25-0625,Fluke
626,SSD Module,463.36,Network,false,SSD-OBS-HN26,Enterprise SSD for monitoring appliance,463.8,Monitoring-System-HN-26,Infrastructure Site - HN-26,30,Network Engineer,PRT-HN26-0626,SolarWinds
627,Cisco Line Card,8016.39,Network,false,LC-ASR-HN26,100G line card for ASR series router,8184.48,Core-Router-HN-26,Network Operations Center (NOC) - HN-26,15,Network Engineer,PRT-HN26-0627,Cisco
628,RAID Drive,377.56,Security,false,DRV-VMS-HN26,12TB surveillance-rated HDD,387.7,Security-VMS-Server-HN-26,Security Operations Center (SOC) - HN-26,18,Security Officer,PRT-HN26-0628,Milestone
629,Server Memory Kit,616.09,Server,false,RAM-R750-HN26,64GB DDR4 RDIMM memory kit,619.9,Virtualization-Host-HN-26,Server Room A - HN-26,13,System Administrator,PRT-HN26-0629,Dell
630,NVMe SSD,1151.23,Server,false,SSD-AFF-HN26,Enterprise NVMe SSD for storage array,1182.32,Storage-Array-HN-26,Server Room B - HN-26,10,Storage Administrator,PRT-HN26-0630,NetApp
631,Juniper Transceiver,226.23,Network,false,SFP-EX-HN26,10G SFP+ transceiver,221.41,Access-Switch-HN-26,Network Closet - HN-26,45,Network Engineer,PRT-HN26-0631,Juniper
632,Access Card,12.75,Security,true,CARD-N2-HN26,Proximity access card,13.04,Access-Control-Panel-HN-26,Access Control Room - HN-26,274,Security Officer,PRT-HN26-0632,Paxton
633,Surveillance HDD,279.48,Security,false,HDD-NVR-HN26,8TB surveillance hard drive,287.78,NVR-HN-26,Video Surveillance Room - HN-26,19,Security Officer,PRT-HN26-0633,Hikvision
634,UPS Battery Module,407.65,Power,false,BATT-SRT-HN26,Replacement battery cartridge,425.85,UPS-HN-26,UPS Room - HN-26,20,Electrician,PRT-HN26-0634,APC
635,Contactor Kit,632.48,Power,false,CTK-ATS-HN26,Replacement contactor set for ATS panel,618.05,ATS-Panel-HN-26,Electrical Room - HN-26,30,Electrician,PRT-HN26-0635,Schneider Electric
636,Air Filter Kit,96.27,Cooling,true,FLT-PDX-HN26,Precision cooling filter pack,99.76,CRAC-Unit-HN-26,HVAC Plant - HN-26,253,HVAC Technician,PRT-HN26-0636,Vertiv
637,Generator Service Kit,177.56,Power,true,SVK-GEN-HN26,"Oil, air and fuel filter service kit",179.79,Generator-HN-26,Generator Yard - HN-26,326,Electrician,PRT-HN26-0637,Cummins
638,Camera Module,130.97,Security,false,CAM-KSK-HN26,Replacement facial recognition camera,127.46,Visitor-Kiosk-HN-26,Reception - HN-26,29,Security Officer,PRT-HN26-0638,ZKTeco
639,Mounting Bracket,58.79,Security,false,MBR-CAM-HN26,Outdoor mounting bracket,59.78,Loading-Bay-Camera-HN-26,Loading Bay - HN-26,6,Security Officer,PRT-HN26-0639,Hikvision
640,Radio Mount Kit,106.48,Network,false,MKT-IP20-HN26,Microwave radio mounting kit,106.64,Microwave-Radio-HN-26,Roof - HN-26,5,Field Technician,PRT-HN26-0640,Ceragon
641,LC Connector Pack,18.3,Cabling,true,LC-CONN-HN26,Single-mode LC connector pack,18.92,Fiber-Patch-Panel-HN-26,IDF Room 1 - HN-26,18,Cabling Technician,PRT-HN26-0641,Corning
642,Power Supply Module,359.4,Network,false,PSU-C93-HN26,Replacement switch power supply,374.66,Edge-Switch-HN-26,IDF Room 2 - HN-26,7,Network Engineer,PRT-HN26-0642,Cisco
643,RF Jumper Cable,87.17,Cellular,true,RFC-AIR-HN26,Low-loss RF jumper cable,86.87,5G-Antenna-HN-26,Telecom Mast - HN-26,26,Field Technician,PRT-HN26-0643,Ericsson
644,Timing Module,765.03,Cellular,false,TIM-BBU-HN26,Synchronization module for BBU,744.28,Baseband-Unit-HN-26,Base Station - HN-26,22,Field Technician,PRT-HN26-0644,Nokia
645,Surge Protector,67.28,Cellular,true,SPD-RRU-HN26,Outdoor RF surge protector,68.23,Radio-Unit-HN-26,Antenna Array - HN-26,260,Field Technician,PRT-HN26-0645,Ericsson
646,Antenna Kit,50.35,Facilities,false,ANT-IOT-HN26,LTE antenna kit for gateway,49.27,Sensor-Gateway-HN-26,Storage Room - HN-26,3,Facilities Supervisor,PRT-HN26-0646,Advantech
647,Controller SSD,258.03,Network,false,SSD-WLC-HN26,SSD for wireless controller,250.57,WiFi-Controller-HN-26,Office Floor 1 - HN-26,26,Network Engineer,PRT-HN26-0647,Cisco
648,PoE Injector,65.77,Network,false,POE-AP-HN26,802.3at PoE injector,67.5,Access-Point-HN-26,Office Floor 2 - HN-26,16,Network Engineer,PRT-HN26-0648,Aruba
649,GPU Accelerator,12140.81,Server,false,GPU-A100-HN26,NVIDIA A100 Tensor Core GPU,12290.71,AI-Analytics-Server-HN-26,Lab A - HN-26,8,AI Specialist,PRT-HN26-0649,NVIDIA
650,Capture SSD,539.78,Network,false,SSD-NMA-HN26,High-write SSD for packet capture,526.24,Monitoring-Appliance-HN-26,Workshop - HN-26,6,Network Engineer,PRT-HN26-0650,Fluke
651,SSD Module,477.23,Network,false,SSD-OBS-HCM27,Enterprise SSD for monitoring appliance,484.88,Monitoring-System-HCM-27,Infrastructure Site - HCM-27,7,Network Engineer,PRT-HCM27-0651,SolarWinds
652,Cisco Line Card,8356.75,Network,false,LC-ASR-HCM27,100G line card for ASR series router,8664.97,Core-Router-HCM-27,Network Operations Center (NOC) - HCM-27,22,Network Engineer,PRT-HCM27-0652,Cisco
653,RAID Drive,381.86,Security,false,DRV-VMS-HCM27,12TB surveillance-rated HDD,390.41,Security-VMS-Server-HCM-27,Security Operations Center (SOC) - HCM-27,22,Security Officer,PRT-HCM27-0653,Milestone
654,Server Memory Kit,659.95,Server,false,RAM-R750-HCM27,64GB DDR4 RDIMM memory kit,643.34,Virtualization-Host-HCM-27,Server Room A - HCM-27,25,System Administrator,PRT-HCM27-0654,Dell
655,NVMe SSD,1238.03,Server,false,SSD-AFF-HCM27,Enterprise NVMe SSD for storage array,1260.86,Storage-Array-HCM-27,Server Room B - HCM-27,2,Storage Administrator,PRT-HCM27-0655,NetApp
656,Juniper Transceiver,250.12,Network,false,SFP-EX-HCM27,10G SFP+ transceiver,248.88,Access-Switch-HCM-27,Network Closet - HCM-27,51,Network Engineer,PRT-HCM27-0656,Juniper
657,Access Card,11.66,Security,true,CARD-N2-HCM27,Proximity access card,12.06,Access-Control-Panel-HCM-27,Access Control Room - HCM-27,216,Security Officer,PRT-HCM27-0657,Paxton
658,Surveillance HDD,312.72,Security,false,HDD-NVR-HCM27,8TB surveillance hard drive,319.16,NVR-HCM-27,Video Surveillance Room - HCM-27,13,Security Officer,PRT-HCM27-0658,Hikvision
659,UPS Battery Module,387.5,Power,false,BATT-SRT-HCM27,Replacement battery cartridge,390.52,UPS-HCM-27,UPS Room - HCM-27,9,Electrician,PRT-HCM27-0659,APC
660,Contactor Kit,621.68,Power,false,CTK-ATS-HCM27,Replacement contactor set for ATS panel,627.23,ATS-Panel-HCM-27,Electrical Room - HCM-27,24,Electrician,PRT-HCM27-0660,Schneider Electric
661,Air Filter Kit,101.88,Cooling,true,FLT-PDX-HCM27,Precision cooling filter pack,104.58,CRAC-Unit-HCM-27,HVAC Plant - HCM-27,321,HVAC Technician,PRT-HCM27-0661,Vertiv
662,Generator Service Kit,185.3,Power,true,SVK-GEN-HCM27,"Oil, air and fuel filter service kit",186.1,Generator-HCM-27,Generator Yard - HCM-27,72,Electrician,PRT-HCM27-0662,Cummins
663,Camera Module,134.31,Security,false,CAM-KSK-HCM27,Replacement facial recognition camera,140.43,Visitor-Kiosk-HCM-27,Reception - HCM-27,23,Security Officer,PRT-HCM27-0663,ZKTeco
664,Mounting Bracket,59.1,Security,false,MBR-CAM-HCM27,Outdoor mounting bracket,61.02,Loading-Bay-Camera-HCM-27,Loading Bay - HCM-27,19,Security Officer,PRT-HCM27-0664,Hikvision
665,Radio Mount Kit,112.18,Network,false,MKT-IP20-HCM27,Microwave radio mounting kit,109.54,Microwave-Radio-HCM-27,Roof - HCM-27,16,Field Technician,PRT-HCM27-0665,Ceragon
666,LC Connector Pack,18.61,Cabling,true,LC-CONN-HCM27,Single-mode LC connector pack,18.59,Fiber-Patch-Panel-HCM-27,IDF Room 1 - HCM-27,40,Cabling Technician,PRT-HCM27-0666,Corning
667,Power Supply Module,376.34,Network,false,PSU-C93-HCM27,Replacement switch power supply,393.85,Edge-Switch-HCM-27,IDF Room 2 - HCM-27,35,Network Engineer,PRT-HCM27-0667,Cisco
668,RF Jumper Cable,88.2,Cellular,true,RFC-AIR-HCM27,Low-loss RF jumper cable,86.93,5G-Antenna-HCM-27,Telecom Mast - HCM-27,268,Field Technician,PRT-HCM27-0668,Ericsson
669,Timing Module,735.58,Cellular,false,TIM-BBU-HCM27,Synchronization module for BBU,715.0,Baseband-Unit-HCM-27,Base Station - HCM-27,21,Field Technician,PRT-HCM27-0669,Nokia
670,Surge Protector,65.57,Cellular,true,SPD-RRU-HCM27,Outdoor RF surge protector,66.72,Radio-Unit-HCM-27,Antenna Array - HCM-27,398,Field Technician,PRT-HCM27-0670,Ericsson
671,Antenna Kit,47.64,Facilities,false,ANT-IOT-HCM27,LTE antenna kit for gateway,46.83,Sensor-Gateway-HCM-27,Storage Room - HCM-27,5,Facilities Supervisor,PRT-HCM27-0671,Advantech
672,Controller SSD,294.86,Network,false,SSD-WLC-HCM27,SSD for wireless controller,294.87,WiFi-Controller-HCM-27,Office Floor 1 - HCM-27,1,Network Engineer,PRT-HCM27-0672,Cisco
673,PoE Injector,65.03,Network,false,POE-AP-HCM27,802.3at PoE injector,66.81,Access-Point-HCM-27,Office Floor 2 - HCM-27,12,Network Engineer,PRT-HCM27-0673,Aruba
674,GPU Accelerator,13380.25,Server,false,GPU-A100-HCM27,NVIDIA A100 Tensor Core GPU,13230.4,AI-Analytics-Server-HCM-27,Lab A - HCM-27,6,AI Specialist,PRT-HCM27-0674,NVIDIA
675,Capture SSD,474.27,Network,false,SSD-NMA-HCM27,High-write SSD for packet capture,475.84,Monitoring-Appliance-HCM-27,Workshop - HCM-27,26,Network Engineer,PRT-HCM27-0675,Fluke
676,SSD Module,431.23,Network,false,SSD-OBS-HCM28,Enterprise SSD for monitoring appliance,440.53,Monitoring-System-HCM-28,Infrastructure Site - HCM-28,18,Network Engineer,PRT-HCM28-0676,SolarWinds
677,Cisco Line Card,9118.01,Network,false,LC-ASR-HCM28,100G line card for ASR series router,8944.9,Core-Router-HCM-28,Network Operations Center (NOC) - HCM-28,24,Network Engineer,PRT-HCM28-0677,Cisco
678,RAID Drive,351.03,Security,false,DRV-VMS-HCM28,12TB surveillance-rated HDD,360.57,Security-VMS-Server-HCM-28,Security Operations Center (SOC) - HCM-28,14,Security Officer,PRT-HCM28-0678,Milestone
679,Server Memory Kit,628.21,Server,false,RAM-R750-HCM28,64GB DDR4 RDIMM memory kit,609.72,Virtualization-Host-HCM-28,Server Room A - HCM-28,23,System Administrator,PRT-HCM28-0679,Dell
680,NVMe SSD,1206.96,Server,false,SSD-AFF-HCM28,Enterprise NVMe SSD for storage array,1259.12,Storage-Array-HCM-28,Server Room B - HCM-28,12,Storage Administrator,PRT-HCM28-0680,NetApp
681,Juniper Transceiver,230.64,Network,false,SFP-EX-HCM28,10G SFP+ transceiver,227.33,Access-Switch-HCM-28,Network Closet - HCM-28,20,Network Engineer,PRT-HCM28-0681,Juniper
682,Access Card,12.52,Security,true,CARD-N2-HCM28,Proximity access card,12.35,Access-Control-Panel-HCM-28,Access Control Room - HCM-28,67,Security Officer,PRT-HCM28-0682,Paxton
683,Surveillance HDD,305.45,Security,false,HDD-NVR-HCM28,8TB surveillance hard drive,312.76,NVR-HCM-28,Video Surveillance Room - HCM-28,29,Security Officer,PRT-HCM28-0683,Hikvision
684,UPS Battery Module,420.75,Power,false,BATT-SRT-HCM28,Replacement battery cartridge,418.55,UPS-HCM-28,UPS Room - HCM-28,7,Electrician,PRT-HCM28-0684,APC
685,Contactor Kit,693.77,Power,false,CTK-ATS-HCM28,Replacement contactor set for ATS panel,699.6,ATS-Panel-HCM-28,Electrical Room - HCM-28,20,Electrician,PRT-HCM28-0685,Schneider Electric
686,Air Filter Kit,101.54,Cooling,true,FLT-PDX-HCM28,Precision cooling filter pack,100.96,CRAC-Unit-HCM-28,HVAC Plant - HCM-28,205,HVAC Technician,PRT-HCM28-0686,Vertiv
687,Generator Service Kit,167.79,Power,true,SVK-GEN-HCM28,"Oil, air and fuel filter service kit",168.36,Generator-HCM-28,Generator Yard - HCM-28,21,Electrician,PRT-HCM28-0687,Cummins
688,Camera Module,132.71,Security,false,CAM-KSK-HCM28,Replacement facial recognition camera,129.92,Visitor-Kiosk-HCM-28,Reception - HCM-28,24,Security Officer,PRT-HCM28-0688,ZKTeco
689,Mounting Bracket,51.17,Security,false,MBR-CAM-HCM28,Outdoor mounting bracket,52.41,Loading-Bay-Camera-HCM-28,Loading Bay - HCM-28,1,Security Officer,PRT-HCM28-0689,Hikvision
690,Radio Mount Kit,113.85,Network,false,MKT-IP20-HCM28,Microwave radio mounting kit,112.28,Microwave-Radio-HCM-28,Roof - HCM-28,9,Field Technician,PRT-HCM28-0690,Ceragon
691,LC Connector Pack,18.84,Cabling,true,LC-CONN-HCM28,Single-mode LC connector pack,19.35,Fiber-Patch-Panel-HCM-28,IDF Room 1 - HCM-28,390,Cabling Technician,PRT-HCM28-0691,Corning
692,Power Supply Module,340.64,Network,false,PSU-C93-HCM28,Replacement switch power supply,348.37,Edge-Switch-HCM-28,IDF Room 2 - HCM-28,27,Network Engineer,PRT-HCM28-0692,Cisco
693,RF Jumper Cable,83.66,Cellular,true,RFC-AIR-HCM28,Low-loss RF jumper cable,84.28,5G-Antenna-HCM-28,Telecom Mast - HCM-28,187,Field Technician,PRT-HCM28-0693,Ericsson
