ID,Status,Name,Description,Area,Parent Asset,Location Name,Barcode,Category,Assigned To,Warranty Expiry Date,Additional Info,Serial Number,Teams names,Associated Parts,Vendor,Contractor
101,MAINTENANCE,Monitoring-System-DN-05,SolarWinds Hybrid Cloud Observability Appliance,Central,,Infrastructure Site - DN-05,MON-DN05,Network Equipment,Network Engineer,2028-07-10,Central site monitoring appliance,MONDN0572684,Network Operations,"Power Supplies, SSDs",SolarWinds,
102,DOWN,Core-Router-DN-05,Cisco ASR 9904 Core Router,Central,,Network Operations Center (NOC) - DN-05,RTR-DN05,Network Equipment,Network Engineer,2030-08-21,Core network routing platform,RTRDN0531860,Network Operations,"Line Cards, Power Supplies",Cisco,
103,OPERATIONAL,Security-VMS-Server-DN-05,Milestone Husky IVO 350R Video Management Server,Central,,Security Operations Center (SOC) - DN-05,VMS-DN05,Security,Security Officer,2027-08-20,Video management and recording server,VMSDN0517686,Security Operations,"RAID Drives, PSUs",Milestone,
104,OPERATIONAL,Virtualization-Host-DN-05,Dell PowerEdge R750 Virtualization Host,Central,,Server Room A - DN-05,SRV-DN05,Servers,System Administrator,2027-11-23,Virtualization compute cluster node,SRVDN0587430,Server Operations,"RAM, NVMe Drives",Dell,
105,MAINTENANCE,Storage-Array-DN-05,NetApp AFF A250 Storage Array,Central,,Server Room B - DN-05,SAN-DN05,Storage,Storage Administrator,2029-09-15,Shared storage array for critical workloads,SANDN0598918,Server Operations,"SSDs, Controllers",NetApp,Mekong Telecom Services
106,OPERATIONAL,Access-Switch-DN-05,Juniper EX4300 Access Switch,Central,,Network Closet - DN-05,SW-DN05,Network Equipment,Network Engineer,2029-01-04,Access layer switch for wired users,SWDN0599714,Network Operations,"Transceivers, Fans",Juniper,
107,OPERATIONAL,Access-Control-Panel-DN-05,Paxton Net2 Plus Access Control Panel,Central,,Access Control Room - DN-05,ACP-DN05,Security,Security Officer,2027-09-25,Door access control and credential management,ACPDN0573979,Security Operations,"Power Supply, Readers",Paxton,
108,DOWN,NVR-DN-05,Hikvision DS-9632NI-M8 Network Video Recorder,Central,,Video Surveillance Room - DN-05,NVR-DN05,Security,Security Officer,2027-08-20,Central CCTV recording system,NVRDN0567761,Security Operations,"Hard Drives, Fans",Hikvision,
109,OPERATIONAL,UPS-DN-05,APC Smart-UPS SRT 3000VA,Central,,UPS Room - DN-05,UPS-DN05,Power,Electrician,2027-04-05,Online double-conversion UPS,UPSDN0511620,Facilities,"Batteries, Fan Kits",APC,
110,DOWN,ATS-Panel-DN-05,Schneider EasyPact Automatic Transfer Switch,Central,,Electrical Room - DN-05,ATS-DN05,Power,Electrician,2030-12-13,Automatic mains/generator transfer switch,ATSDN0585582,Facilities,"Breakers, Contact Kits",Schneider Electric,
111,OPERATIONAL,CRAC-Unit-DN-05,Vertiv Liebert PDX Precision Cooling Unit,Central,,HVAC Plant - DN-05,CRAC-DN05,Cooling,HVAC Technician,2030-03-03,Precision cooling for IT spaces,CRACDN0597797,Facilities,"Filters, Compressor Kits",Vertiv,
112,OPERATIONAL,Generator-DN-05,Cummins C275D5 Backup Generator,Central,,Generator Yard - DN-05,GEN-DN05,Power,Electrician,2028-11-23,Standby diesel generator set,GENDN0591033,Facilities,"Filters, Starter Batteries",Cummins,
113,OPERATIONAL,Visitor-Kiosk-DN-05,ZKTeco SpeedFace-V5L Visitor Kiosk,Central,,Reception - DN-05,KSK-DN05,Security,Security Officer,2027-07-15,Visitor registration and facial verification terminal,KSKDN0542581,Security Operations,"Touch Panel, Camera Module",ZKTeco,
114,OPERATIONAL,Loading-Bay-Camera-DN-05,Hikvision DS-2CD2686G2 Bullet Camera,Central,,Loading Bay - DN-05,CCTV-DN05,Security,Security Officer,2029-09-13,High-resolution loading dock surveillance camera,CCTVDN0598643,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
115,OPERATIONAL,Microwave-Radio-DN-05,Ceragon IP-20C Microwave Radio,Central,,Roof - DN-05,MWR-DN05,Network Equipment,Field Technician,2030-08-06,Roof-top point-to-point backhaul radio,MWRDN0583183,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
116,OPERATIONAL,Fiber-Patch-Panel-DN-05,Corning EDGE Fiber Patch Panel,Central,,IDF Room 1 - DN-05,FPP-DN05,Cabling,Cabling Technician,2030-06-09,Structured fiber distribution panel,FPPDN0594331,Infrastructure,"LC Connectors, Adapter Packs",Corning,
117,OPERATIONAL,Edge-Switch-DN-05,Cisco Catalyst 9300 Edge Switch,Central,Core-Router-DN-05,IDF Room 2 - DN-05,ESW-DN05,Network Equipment,Network Engineer,2027-11-18,Edge switch for floor distribution,ESWDN0574990,Network Operations,"Power Supplies, SFP Modules",Cisco,
118,OPERATIONAL,5G-Antenna-DN-05,Ericsson AIR 6488 Massive MIMO Antenna,Central,,Telecom Mast - DN-05,ANT-DN05,Cellular Equipment,Field Technician,2027-12-05,5G radio antenna system,ANTDN0541574,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
119,OPERATIONAL,Baseband-Unit-DN-05,Nokia AirScale Baseband Unit,Central,,Base Station - DN-05,BBU-DN05,Cellular Equipment,Field Technician,2028-11-08,Baseband processing for radio access network,BBUDN0539190,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
120,OPERATIONAL,Radio-Unit-DN-05,Ericsson Radio 4422 Remote Radio Unit,Central,Baseband-Unit-DN-05,Antenna Array - DN-05,RRU-DN05,Cellular Equipment,Field Technician,2030-02-01,Remote radio head for sector coverage,RRUDN0540801,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
121,OPERATIONAL,Sensor-Gateway-DN-05,Advantech WISE-6610 IoT Gateway,Central,,Storage Room - DN-05,IOT-DN05,IoT,Facilities Supervisor,2027-06-11,Environmental and utility sensor concentrator,IOTDN0585108,Facilities,"Antenna Kit, DIN Clips",Advantech,
122,OPERATIONAL,WiFi-Controller-DN-05,Cisco Catalyst 9800-L Wireless Controller,Central,,Office Floor 1 - DN-05,WLC-DN05,Network Equipment,Network Engineer,2029-07-06,Centralized wireless controller,WLCDN0575333,Network Operations,"Power Supplies, SSDs",Cisco,
123,OPERATIONAL,Access-Point-DN-05,Aruba AP-515 Wireless Access Point,Central,WiFi-Controller-DN-05,Office Floor 2 - DN-05,AP-DN05,Network Equipment,Network Engineer,2029-07-04,Wi-Fi 6 indoor wireless access point,APDN0575191,Network Operations,"Mounting Kit, PoE Injector",Aruba,
124,OPERATIONAL,AI-Analytics-Server-DN-05,NVIDIA DGX A100 AI Analytics Server,Central,,Lab A - DN-05,AIS-DN05,Servers,AI Specialist,2030-08-31,Accelerated AI processing node,AISDN0562879,AI Operations,"GPUs, NVLink Cables",NVIDIA,
125,OPERATIONAL,Monitoring-Appliance-DN-05,Fluke OptiView XG Network Monitoring Appliance,Central,,Workshop - DN-05,NMA-DN05,Network Equipment,Network Engineer,2029-04-24,Portable and fixed network diagnostics appliance,NMADN0521913,Network Operations,"SFP Modules, SSDs",Fluke,
126,STANDBY,Monitoring-System-HP-06,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HP-06,MON-HP06,Network Equipment,Network Engineer,2030-05-22,Central site monitoring appliance,MONHP0693563,Network Operations,"Power Supplies, SSDs",SolarWinds,
127,DOWN,Core-Router-HP-06,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HP-06,RTR-HP06,Network Equipment,Network Engineer,2028-09-15,Core network routing platform,RTRHP0683706,Network Operations,"Line Cards, Power Supplies",Cisco,
128,OPERATIONAL,Security-VMS-Server-HP-06,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HP-06,VMS-HP06,Security,Security Officer,2028-02-28,Video management and recording server,VMSHP0669796,Security Operations,"RAID Drives, PSUs",Milestone,
129,OPERATIONAL,Virtualization-Host-HP-06,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HP-06,SRV-HP06,Servers,System Administrator,2028-11-29,Virtualization compute cluster node,SRVHP0617113,Server Operations,"RAM, NVMe Drives",Dell,
130,MAINTENANCE,Storage-Array-HP-06,NetApp AFF A250 Storage Array,North,,Server Room B - HP-06,SAN-HP06,Storage,Storage Administrator,2028-04-01,Shared storage array for critical workloads,SANHP0653512,Server Operations,"SSDs, Controllers",NetApp,
131,OPERATIONAL,Access-Switch-HP-06,Juniper EX4300 Access Switch,North,,Network Closet - HP-06,SW-HP06,Network Equipment,Network Engineer,2030-06-23,Access layer switch for wired users,SWHP0696136,Network Operations,"Transceivers, Fans",Juniper,
132,OPERATIONAL,Access-Control-Panel-HP-06,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HP-06,ACP-HP06,Security,Security Officer,2029-01-14,Door access control and credential management,ACPHP0624945,Security Operations,"Power Supply, Readers",Paxton,
133,OPERATIONAL,NVR-HP-06,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HP-06,NVR-HP06,Security,Security Officer,2027-07-19,Central CCTV recording system,NVRHP0639064,Security Operations,"Hard Drives, Fans",Hikvision,
134,OPERATIONAL,UPS-HP-06,APC Smart-UPS SRT 3000VA,North,,UPS Room - HP-06,UPS-HP06,Power,Electrician,2027-01-05,Online double-conversion UPS,UPSHP0648270,Facilities,"Batteries, Fan Kits",APC,
135,OPERATIONAL,ATS-Panel-HP-06,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HP-06,ATS-HP06,Power,Electrician,2030-01-26,Automatic mains/generator transfer switch,ATSHP0616000,Facilities,"Breakers, Contact Kits",Schneider Electric,
136,OPERATIONAL,CRAC-Unit-HP-06,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HP-06,CRAC-HP06,Cooling,HVAC Technician,2027-12-03,Precision cooling for IT spaces,CRACHP0663636,Facilities,"Filters, Compressor Kits",Vertiv,
137,OPERATIONAL,Generator-HP-06,Cummins C275D5 Backup Generator,North,,Generator Yard - HP-06,GEN-HP06,Power,Electrician,2027-08-08,Standby diesel generator set,GENHP0625826,Facilities,"Filters, Starter Batteries",Cummins,
138,OPERATIONAL,Visitor-Kiosk-HP-06,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HP-06,KSK-HP06,Security,Security Officer,2029-03-15,Visitor registration and facial verification terminal,KSKHP0634979,Security Operations,"Touch Panel, Camera Module",ZKTeco,
139,OPERATIONAL,Loading-Bay-Camera-HP-06,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HP-06,CCTV-HP06,Security,Security Officer,2028-11-23,High-resolution loading dock surveillance camera,CCTVHP0664325,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
140,COMMISSIONING,Microwave-Radio-HP-06,Ceragon IP-20C Microwave Radio,North,,Roof - HP-06,MWR-HP06,Network Equipment,Field Technician,2027-04-06,Roof-top point-to-point backhaul radio,MWRHP0698098,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
141,OPERATIONAL,Fiber-Patch-Panel-HP-06,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HP-06,FPP-HP06,Cabling,Cabling Technician,2029-07-11,Structured fiber distribution panel,FPPHP0687242,Infrastructure,"LC Connectors, Adapter Packs",Corning,
142,OPERATIONAL,Edge-Switch-HP-06,Cisco Catalyst 9300 Edge Switch,North,Core-Router-HP-06,IDF Room 2 - HP-06,ESW-HP06,Network Equipment,Network Engineer,2029-10-29,Edge switch for floor distribution,ESWHP0679515,Network Operations,"Power Supplies, SFP Modules",Cisco,
143,OPERATIONAL,5G-Antenna-HP-06,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HP-06,ANT-HP06,Cellular Equipment,Field Technician,2027-04-10,5G radio antenna system,ANTHP0686692,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
144,COMMISSIONING,Baseband-Unit-HP-06,Nokia AirScale Baseband Unit,North,,Base Station - HP-06,BBU-HP06,Cellular Equipment,Field Technician,2029-09-16,Baseband processing for radio access network,BBUHP0633226,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
145,OPERATIONAL,Radio-Unit-HP-06,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HP-06,Antenna Array - HP-06,RRU-HP06,Cellular Equipment,Field Technician,2027-12-22,Remote radio head for sector coverage,RRUHP0660778,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
146,OPERATIONAL,Sensor-Gateway-HP-06,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HP-06,IOT-HP06,IoT,Facilities Supervisor,2030-09-08,Environmental and utility sensor concentrator,IOTHP0652184,Facilities,"Antenna Kit, DIN Clips",Advantech,
147,DOWN,WiFi-Controller-HP-06,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HP-06,WLC-HP06,Network Equipment,Network Engineer,2029-10-29,Centralized wireless controller,WLCHP0664875,Network Operations,"Power Supplies, SSDs",Cisco,
148,DOWN,Access-Point-HP-06,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HP-06,Office Floor 2 - HP-06,AP-HP06,Network Equipment,Network Engineer,2030-06-01,Wi-Fi 6 indoor wireless access point,APHP0642537,Network Operations,"Mounting Kit, PoE Injector",Aruba,
149,OPERATIONAL,AI-Analytics-Server-HP-06,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HP-06,AIS-HP06,Servers,AI Specialist,2028-07-14,Accelerated AI processing node,AISHP0654939,AI Operations,"GPUs, NVLink Cables",NVIDIA,
150,OPERATIONAL,Monitoring-Appliance-HP-06,Fluke OptiView XG Network Monitoring Appliance,North,Monitoring-System-HP-06,Workshop - HP-06,NMA-HP06,Network Equipment,Network Engineer,2028-08-25,Portable and fixed network diagnostics appliance,NMAHP0664099,Network Operations,"SFP Modules, SSDs",Fluke,
151,OPERATIONAL,Monitoring-System-CT-07,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - CT-07,MON-CT07,Network Equipment,Network Engineer,2030-05-18,Central site monitoring appliance,MONCT0777147,Network Operations,"Power Supplies, SSDs",SolarWinds,
152,MAINTENANCE,Core-Router-CT-07,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - CT-07,RTR-CT07,Network Equipment,Network Engineer,2028-09-04,Core network routing platform,RTRCT0781802,Network Operations,"Line Cards, Power Supplies",Cisco,
153,OPERATIONAL,Security-VMS-Server-CT-07,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - CT-07,VMS-CT07,Security,Security Officer,2030-12-28,Video management and recording server,VMSCT0782559,Security Operations,"RAID Drives, PSUs",Milestone,
154,OPERATIONAL,Virtualization-Host-CT-07,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - CT-07,SRV-CT07,Servers,System Administrator,2030-07-19,Virtualization compute cluster node,SRVCT0737487,Server Operations,"RAM, NVMe Drives",Dell,
155,OPERATIONAL,Storage-Array-CT-07,NetApp AFF A250 Storage Array,South,,Server Room B - CT-07,SAN-CT07,Storage,Storage Administrator,2030-07-02,Shared storage array for critical workloads,SANCT0799995,Server Operations,"SSDs, Controllers",NetApp,
156,COMMISSIONING,Access-Switch-CT-07,Juniper EX4300 Access Switch,South,,Network Closet - CT-07,SW-CT07,Network Equipment,Network Engineer,2028-12-08,Access layer switch for wired users,SWCT0727389,Network Operations,"Transceivers, Fans",Juniper,
157,STANDBY,Access-Control-Panel-CT-07,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - CT-07,ACP-CT07,Security,Security Officer,2030-08-24,Door access control and credential management,ACPCT0733306,Security Operations,"Power Supply, Readers",Paxton,
158,OPERATIONAL,NVR-CT-07,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - CT-07,NVR-CT07,Security,Security Officer,2029-10-28,Central CCTV recording system,NVRCT0793476,Security Operations,"Hard Drives, Fans",Hikvision,
159,OPERATIONAL,UPS-CT-07,APC Smart-UPS SRT 3000VA,South,,UPS Room - CT-07,UPS-CT07,Power,Electrician,2028-10-22,Online double-conversion UPS,UPSCT0783699,Facilities,"Batteries, Fan Kits",APC,
160,OPERATIONAL,ATS-Panel-CT-07,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - CT-07,ATS-CT07,Power,Electrician,2029-09-10,Automatic mains/generator transfer switch,ATSCT0764719,Facilities,"Breakers, Contact Kits",Schneider Electric,
161,OPERATIONAL,CRAC-Unit-CT-07,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - CT-07,CRAC-CT07,Cooling,HVAC Technician,2030-10-12,Precision cooling for IT spaces,CRACCT0779979,Facilities,"Filters, Compressor Kits",Vertiv,
162,DOWN,Generator-CT-07,Cummins C275D5 Backup Generator,South,,Generator Yard - CT-07,GEN-CT07,Power,Electrician,2028-08-08,Standby diesel generator set,GENCT0711673,Facilities,"Filters, Starter Batteries",Cummins,
163,OPERATIONAL,Visitor-Kiosk-CT-07,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - CT-07,KSK-CT07,Security,Security Officer,2029-12-06,Visitor registration and facial verification terminal,KSKCT0759921,Security Operations,"Touch Panel, Camera Module",ZKTeco,
164,OPERATIONAL,Loading-Bay-Camera-CT-07,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - CT-07,CCTV-CT07,Security,Security Officer,2027-10-25,High-resolution loading dock surveillance camera,CCTVCT0717419,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
165,OPERATIONAL,Microwave-Radio-CT-07,Ceragon IP-20C Microwave Radio,South,,Roof - CT-07,MWR-CT07,Network Equipment,Field Technician,2028-02-14,Roof-top point-to-point backhaul radio,MWRCT0731094,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
166,OPERATIONAL,Fiber-Patch-Panel-CT-07,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - CT-07,FPP-CT07,Cabling,Cabling Technician,2028-08-09,Structured fiber distribution panel,FPPCT0729192,Infrastructure,"LC Connectors, Adapter Packs",Corning,
167,OPERATIONAL,Edge-Switch-CT-07,Cisco Catalyst 9300 Edge Switch,South,Core-Router-CT-07,IDF Room 2 - CT-07,ESW-CT07,Network Equipment,Network Engineer,2027-05-08,Edge switch for floor distribution,ESWCT0780932,Network Operations,"Power Supplies, SFP Modules",Cisco,
168,OPERATIONAL,5G-Antenna-CT-07,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - CT-07,ANT-CT07,Cellular Equipment,Field Technician,2027-03-08,5G radio antenna system,ANTCT0790754,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
169,OPERATIONAL,Baseband-Unit-CT-07,Nokia AirScale Baseband Unit,South,,Base Station - CT-07,BBU-CT07,Cellular Equipment,Field Technician,2030-10-15,Baseband processing for radio access network,BBUCT0794819,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
170,OPERATIONAL,Radio-Unit-CT-07,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-CT-07,Antenna Array - CT-07,RRU-CT07,Cellular Equipment,Field Technician,2030-02-23,Remote radio head for sector coverage,RRUCT0747701,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
171,OPERATIONAL,Sensor-Gateway-CT-07,Advantech WISE-6610 IoT Gateway,South,,Storage Room - CT-07,IOT-CT07,IoT,Facilities Supervisor,2030-11-20,Environmental and utility sensor concentrator,IOTCT0760014,Facilities,"Antenna Kit, DIN Clips",Advantech,
172,OPERATIONAL,WiFi-Controller-CT-07,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - CT-07,WLC-CT07,Network Equipment,Network Engineer,2029-03-04,Centralized wireless controller,WLCCT0799803,Network Operations,"Power Supplies, SSDs",Cisco,
173,STANDBY,Access-Point-CT-07,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-CT-07,Office Floor 2 - CT-07,AP-CT07,Network Equipment,Network Engineer,2028-10-02,Wi-Fi 6 indoor wireless access point,APCT0717051,Network Operations,"Mounting Kit, PoE Injector",Aruba,
174,OPERATIONAL,AI-Analytics-Server-CT-07,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - CT-07,AIS-CT07,Servers,AI Specialist,2027-01-27,Accelerated AI processing node,AISCT0736619,AI Operations,"GPUs, NVLink Cables",NVIDIA,
