name,address,parent_location,vendors,contractors
IDF Room 1 - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Office Floor 1 - HCM-27,"Vertiv, NVIDIA, Corning",
IDF Room 2 - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Office Floor 2 - HCM-27,"Vertiv, Dell, NVIDIA",
Telecom Mast - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Roof - HCM-27,"Dell, Fortinet, NVIDIA",
Base Station - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-27,"Dell, Ericsson, Corning",
Antenna Array - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-27,"Ericsson, Cisco, Juniper",
Storage Room - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Corning, Cisco, Aruba",
Office Floor 1 - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Fortinet, Corning, Hikvision",HaNoi Cooling Services
Office Floor 2 - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Cisco, Hikvision, Ericsson",
Lab A - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Cisco, Nokia, Corning",
Workshop - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Nokia, Vertiv, Corning",
Infrastructure Site - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",,"Cisco, Ericsson, Aruba",
Network Operations Center (NOC) - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Cisco, Ericsson, NVIDIA",Metro Cabling Partners
Security Operations Center (SOC) - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Cisco, Ericsson, NVIDIA",
Server Room A - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Aruba, Dell, Juniper",
Server Room B - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Ericsson, Dell, Hikvision",Metro Cabling Partners
Network Closet - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Fortinet, APC, Paxton",
Access Control Room - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Juniper, APC, Schneider Electric",
Video Surveillance Room - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Hikvision, NVIDIA, Fortinet",SaiGon MEP Solutions
UPS Room - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Corning, Fortinet, Cisco",Mekong Telecom Services
Electrical Room - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Schneider Electric, Ericsson, Vertiv",VN Facilities Services
HVAC Plant - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"NVIDIA, Dell, Juniper",
Generator Yard - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Schneider Electric, Corning, APC",
Reception - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Fortinet, Juniper, Ericsson",
Loading Bay - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Hikvision, Fortinet, NVIDIA",
Roof - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Vertiv, Paxton, Cisco",
IDF Room 1 - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Office Floor 1 - HCM-28,"Corning, Paxton, Ericsson",
IDF Room 2 - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Office Floor 2 - HCM-28,"Cisco, Dell, APC",Alpha Secure Systems
Telecom Mast - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Roof - HCM-28,"Nokia, Dell, NVIDIA",
Base Station - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-28,"Juniper, Paxton, Dell",
Antenna Array - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-28,"Nokia, Schneider Electric, Corning",
Storage Room - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"APC, Schneider Electric, NVIDIA",SaiGon MEP Solutions
Office Floor 1 - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Ericsson, NVIDIA, APC",Mekong Telecom Services
Office Floor 2 - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Hikvision, Juniper, APC",
Lab A - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"Nokia, Fortinet, Schneider Electric",
Workshop - HCM-28,"296 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-28,"APC, Cisco, Corning",Danang Engineering Works
Infrastructure Site - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",,"Vertiv, Hikvision, APC",
Network Operations Center (NOC) - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Schneider Electric, Fortinet, Dell",
Security Operations Center (SOC) - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Corning, Schneider Electric, Juniper",
Server Room A - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Paxton, Aruba, Hikvision",
Server Room B - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Juniper, Paxton, Dell",
Network Closet - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Aruba, Corning, Dell",
Access Control Room - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"APC, Fortinet, Juniper",Metro Cabling Partners
Video Surveillance Room - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Vertiv, APC, Paxton",SaiGon MEP Solutions
UPS Room - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Dell, Schneider Electric, Vertiv",
Electrical Room - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Ericsson, Schneider Electric, Juniper",Red River Power Co.
HVAC Plant - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Ericsson, Juniper, Nokia",
Generator Yard - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"APC, Schneider Electric, Cisco",Mekong Telecom Services
Reception - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Aruba, Juniper, NVIDIA",
Loading Bay - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Hikvision, Nokia, Ericsson",Mekong Telecom Services
Roof - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Dell, Fortinet, Paxton",Danang Engineering Works
IDF Room 1 - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Office Floor 1 - DN-29,"Dell, Juniper, Fortinet",
IDF Room 2 - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Office Floor 2 - DN-29,"Schneider Electric, Paxton, Vertiv",
Telecom Mast - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Roof - DN-29,"APC, Paxton, Hikvision",
Base Station - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Telecom Mast - DN-29,"Vertiv, Nokia, Aruba",SaiGon MEP Solutions
Antenna Array - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Telecom Mast - DN-29,"Dell, Paxton, Cisco",
Storage Room - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"APC, Nokia, Schneider Electric",
Office Floor 1 - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"APC, Vertiv, Fortinet",
Office Floor 2 - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Fortinet, Corning, Nokia",Red River Power Co.
Lab A - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Nokia, NVIDIA, Hikvision",
Workshop - DN-29,"303 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-29,"Dell, Schneider Electric, APC",Danang Engineering Works
Infrastructure Site - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",,"Nokia, Aruba, Hikvision",Metro Cabling Partners
Network Operations Center (NOC) - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Fortinet, Aruba, Schneider Electric",
Security Operations Center (SOC) - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Nokia, Hikvision, Fortinet",
Server Room A - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Dell, Corning, Ericsson",Danang Engineering Works
Server Room B - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"NVIDIA, Hikvision, Vertiv",
Network Closet - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Fortinet, NVIDIA, Juniper",
Access Control Room - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Aruba, Fortinet, Schneider Electric",
Video Surveillance Room - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Dell, Corning, Paxton",HaNoi Cooling Services
UPS Room - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"NVIDIA, Schneider Electric, Aruba",Danang Engineering Works
Electrical Room - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Nokia, Schneider Electric, Ericsson",
HVAC Plant - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Fortinet, NVIDIA, Schneider Electric",
Generator Yard - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Aruba, APC, NVIDIA",
Reception - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Ericsson, Nokia, Corning",
Loading Bay - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Juniper, Aruba, Hikvision",
Roof - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"APC, Dell, Corning",
IDF Room 1 - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Office Floor 1 - HP-30,"Nokia, Corning, Aruba",
IDF Room 2 - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Office Floor 2 - HP-30,"Aruba, APC, Schneider Electric",SaiGon MEP Solutions
Telecom Mast - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Roof - HP-30,"Paxton, Hikvision, Ericsson",
Base Station - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Telecom Mast - HP-30,"Ericsson, Nokia, NVIDIA",
Antenna Array - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Telecom Mast - HP-30,"Vertiv, APC, Schneider Electric",
Storage Room - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Corning, Nokia, NVIDIA",
Office Floor 1 - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"APC, Cisco, Vertiv",Mekong Telecom Services
Office Floor 2 - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"Juniper, Fortinet, NVIDIA",Metro Cabling Partners
Lab A - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"APC, Vertiv, Hikvision",
Workshop - HP-30,"310 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-30,"APC, Vertiv, Juniper",
Infrastructure Site - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",,"NVIDIA, Vertiv, APC",VN Facilities Services
Network Operations Center (NOC) - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Aruba, NVIDIA, Juniper",Red River Power Co.
Security Operations Center (SOC) - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Corning, Juniper, Fortinet",
Server Room A - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"NVIDIA, Hikvision, Ericsson",HaNoi Cooling Services
Server Room B - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"APC, Ericsson, Schneider Electric",
Network Closet - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Hikvision, Aruba, Schneider Electric",
Access Control Room - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Dell, Corning, Aruba",
Video Surveillance Room - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Cisco, NVIDIA, Nokia",
UPS Room - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Vertiv, Nokia, Schneider Electric",
Electrical Room - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"NVIDIA, Hikvision, Aruba",SaiGon MEP Solutions
HVAC Plant - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Nokia, Juniper, Ericsson",Red River Power Co.
Generator Yard - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Hikvision, Vertiv, Juniper",Danang Engineering Works
Reception - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Ericsson, Corning, APC",
Loading Bay - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Nokia, Schneider Electric, Fortinet",Red River Power Co.
Roof - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Fortinet, Vertiv, Nokia",Metro Cabling Partners
IDF Room 1 - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Office Floor 1 - CT-31,"Nokia, Fortinet, Juniper",
IDF Room 2 - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Office Floor 2 - CT-31,"APC, Juniper, Hikvision",HaNoi Cooling Services
Telecom Mast - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Roof - CT-31,"APC, NVIDIA, Dell",
Base Station - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Telecom Mast - CT-31,"Schneider Electric, Nokia, Dell",
Antenna Array - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Telecom Mast - CT-31,"Schneider Electric, Dell, Vertiv",
Storage Room - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"NVIDIA, Corning, Dell",
Office Floor 1 - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Vertiv, Paxton, Dell",Danang Engineering Works
Office Floor 2 - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Nokia, Cisco, APC",
Lab A - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Vertiv, Dell, Hikvision",
Workshop - CT-31,"317 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-31,"Ericsson, Fortinet, Corning",
Infrastructure Site - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",,"Corning, Vertiv, Schneider Electric",
Network Operations Center (NOC) - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Vertiv, Fortinet, Dell",VN Facilities Services
Security Operations Center (SOC) - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Aruba, Fortinet, Hikvision",Metro Cabling Partners
Server Room A - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Hikvision, Ericsson, Paxton",Danang Engineering Works
Server Room B - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Nokia, NVIDIA, Vertiv",
Network Closet - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Juniper, Nokia, Fortinet",Red River Power Co.
Access Control Room - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Ericsson, Aruba, Cisco",
Video Surveillance Room - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Vertiv, Ericsson, Hikvision",
UPS Room - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Juniper, NVIDIA, Corning",
Electrical Room - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Paxton, Cisco, Vertiv",SaiGon MEP Solutions
HVAC Plant - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Vertiv, Juniper, Hikvision",Red River Power Co.
Generator Yard - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Fortinet, NVIDIA, Nokia",
Reception - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Dell, Nokia, Fortinet",
Loading Bay - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Fortinet, Hikvision, Cisco",
Roof - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Ericsson, Paxton, Nokia",
IDF Room 1 - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Office Floor 1 - BD-32,"APC, NVIDIA, Paxton",Metro Cabling Partners
IDF Room 2 - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Office Floor 2 - BD-32,"Fortinet, Ericsson, Corning",
Telecom Mast - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Roof - BD-32,"Dell, Aruba, Schneider Electric",
Base Station - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Telecom Mast - BD-32,"Paxton, Corning, Dell",
Antenna Array - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Telecom Mast - BD-32,"Dell, Hikvision, Fortinet",
Storage Room - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Fortinet, Hikvision, Corning",
Office Floor 1 - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Dell, Nokia, Corning",Mekong Telecom Services
Office Floor 2 - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Schneider Electric, Vertiv, Juniper",
Lab A - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Aruba, Juniper, Schneider Electric",
Workshop - BD-32,"324 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-32,"Paxton, NVIDIA, APC",
Infrastructure Site - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",,"Vertiv, APC, Nokia",SaiGon MEP Solutions
Network Operations Center (NOC) - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"NVIDIA, Vertiv, Corning",
Security Operations Center (SOC) - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"APC, Juniper, Ericsson",
Server Room A - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Schneider Electric, Hikvision, Vertiv",Metro Cabling Partners
Server Room B - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"APC, Ericsson, Nokia",Danang Engineering Works
Network Closet - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Aruba, APC, Corning",
Access Control Room - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Cisco, Juniper, Corning",
Video Surveillance Room - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Vertiv, Cisco, Juniper",
UPS Room - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Dell, Vertiv, Aruba",Mekong Telecom Services
Electrical Room - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Hikvision, NVIDIA, Dell",
HVAC Plant - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Paxton, Dell, Fortinet",Red River Power Co.
Generator Yard - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Paxton, Juniper, APC",
Reception - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Corning, Dell, Cisco",
Loading Bay - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Paxton, NVIDIA, Aruba",
Roof - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Schneider Electric, Corning, Juniper",
IDF Room 1 - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Office Floor 1 - HN-33,"Cisco, Hikvision, Vertiv",Alpha Secure Systems
IDF Room 2 - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Office Floor 2 - HN-33,"Ericsson, Corning, Vertiv",Red River Power Co.
Telecom Mast - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Roof - HN-33,"Fortinet, Juniper, Schneider Electric",
Base Station - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Telecom Mast - HN-33,"Vertiv, Juniper, Hikvision",
Antenna Array - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Telecom Mast - HN-33,"NVIDIA, Aruba, Juniper",Red River Power Co.
Storage Room - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Paxton, Dell, Schneider Electric",
Office Floor 1 - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Aruba, Dell, Corning",
Office Floor 2 - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Dell, Juniper, Ericsson",
Lab A - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"Nokia, Corning, Dell",
Workshop - HN-33,"331 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-33,"NVIDIA, Hikvision, Corning",
Infrastructure Site - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",,"Schneider Electric, Nokia, Corning",
Network Operations Center (NOC) - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Hikvision, Juniper, Aruba",SaiGon MEP Solutions
Security Operations Center (SOC) - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Nokia, NVIDIA, Schneider Electric",
Server Room A - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Schneider Electric, APC, Dell",SaiGon MEP Solutions
Server Room B - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Hikvision, Ericsson, Nokia",
Network Closet - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Nokia, Paxton, NVIDIA",Metro Cabling Partners
Access Control Room - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Hikvision, Ericsson, Nokia",
